asset_id,asset_type,section_type,zone,age_years,inspection_interval_days,last_inspection_days_ago,overdue_ratio,traffic_density_trains_per_day,max_speed_kmph,load_tonnage_daily,weather_exposure_index,temperature_extremity_index,gradient_curvature_index,condition_rating,corrosion_index,historical_failures_last_2yrs,avg_repair_time_hours,redundancy_available,distance_from_depot_km,passenger_footfall_daily,freight_value_index,trains_affected_if_failure,risk_score,failure_within_30_days,criticality_score,urgency_score,impact_score,final_priority_score
AST-000120,Signal,Branch_Line,Southern,23.18,15,6.8,0.457,44.5,130,2108.6,0.537,0.273,0.535,2.64,0.338,0,16.0,False,13.8,1499,0.105,45,0.4547,0,0.8098,0.1218,0.6083,0.501
AST-000121,Signal,Main_Line,Central,23.93,15,3.0,0.2,20.6,110,3628.6,0.342,0.505,0.192,2.4,0.305,1,13.9,False,3.8,2188,0.2,16,0.4982,0,0.6577,0.1032,0.5158,0.4499
AST-000122,Bridge,Main_Line,Southern,56.17,180,65.8,0.365,29.0,60,289.9,0.604,0.48,0.386,4.36,0.228,1,7.4,True,22.9,1314,0.643,5,0.4834,0,0.3176,0.1474,0.2672,0.3172
AST-000123,Signal,Main_Line,Western,15.03,15,9.1,0.61,20.0,80,13547.3,0.683,0.313,0.891,3.64,0.413,0,7.2,False,57.1,1703,0.275,11,0.4742,1,0.6371,0.1626,0.4611,0.4432
AST-000124,Track,Branch_Line,Central,18.05,30,59.2,1.972,26.3,100,1600.5,0.43,0.454,0.682,2.97,0.244,0,27.5,False,38.0,617,0.516,27,0.3641,0,0.6155,0.5259,0.5121,0.5022
AST-000125,Track,Siding,Western,44.15,30,7.8,0.26,5.8,80,1646.9,0.527,0.124,0.563,2.52,0.395,1,20.7,False,20.9,506,0.462,6,0.7566,1,0.4422,0.1194,0.3696,0.4449
AST-000126,Points_and_Crossing,Siding,Southern,7.75,20,4.9,0.246,6.9,80,1156.8,0.603,0.221,0.371,4.28,0.242,0,7.3,True,31.5,352,0.596,1,0.2548,0,0.2346,0.0656,0.1543,0.1864
AST-000127,Track,Branch_Line,Southern,9.72,30,47.1,1.57,21.4,80,1722.1,0.603,0.077,0.464,4.45,0.377,0,15.9,True,32.9,720,0.207,5,0.438,0,0.3483,0.4187,0.1305,0.3601
AST-000128,Signal,Branch_Line,Western,24.62,15,8.1,0.537,22.9,110,1156.8,0.519,0.279,0.122,1.8,0.486,1,8.8,False,38.2,199,0.082,19,0.4871,1,0.5991,0.1931,0.3438,0.4257
AST-000129,Level_Crossing,Siding,Eastern,4.38,60,168.3,2.804,7.3,100,466.7,0.709,0.735,0.348,2.36,0.263,1,22.4,True,46.3,673,0.298,2,0.435,0,0.2551,0.7978,0.1273,0.4256
AST-000130,Track,Branch_Line,NorthEastern,10.56,30,0.1,0.004,35.8,100,1276.2,0.609,0.548,0.668,4.48,0.421,0,17.5,False,20.1,910,0.321,31,0.2784,0,0.6694,0.0011,0.5208,0.3627
AST-000131,Level_Crossing,Siding,Central,20.57,60,235.4,3.923,7.6,110,1089.3,0.502,0.196,0.568,1.0,0.516,1,5.5,True,101.8,157,0.135,1,0.5612,1,0.2948,0.85,0.0459,0.4762
AST-000132,Points_and_Crossing,Yard,Northern,8.71,20,15.7,0.784,13.3,60,1796.0,0.348,0.736,0.176,4.26,0.26,0,6.4,True,19.2,700,0.925,2,0.085,0,0.2578,0.209,0.2551,0.1934
AST-000133,Signal,Yard,Western,20.81,15,32.2,2.146,13.5,110,709.0,0.536,0.146,0.434,1.33,0.474,1,18.8,True,92.4,115,0.115,4,0.6756,1,0.323,0.6222,0.0559,0.4635
AST-000134,Track,Branch_Line,NorthEastern,12.04,30,21.1,0.702,12.0,60,2590.6,0.856,0.494,0.484,3.16,0.449,0,10.8,False,15.8,1223,0.162,6,0.1192,0,0.4734,0.1872,0.3693,0.28
AST-000135,Level_Crossing,Main_Line,Eastern,22.84,60,43.0,0.716,29.8,100,2401.8,0.691,0.319,0.359,3.42,0.471,1,27.5,False,74.9,2265,0.343,31,0.5551,1,0.6629,0.2409,0.6381,0.5213
AST-000136,Signal,Yard,NorthEastern,14.49,15,16.1,1.076,3.6,100,2092.9,0.645,0.249,0.444,2.58,0.482,0,19.6,True,35.5,649,0.054,1,0.5313,0,0.2794,0.287,0.0707,0.3256
AST-000137,OHE,Siding,Western,21.43,45,21.9,0.487,9.4,110,1282.8,0.46,0.231,0.492,2.6,0.269,0,6.6,False,37.5,449,0.035,5,0.4656,1,0.5129,0.1299,0.2736,0.3671
AST-000138,Points_and_Crossing,Siding,NorthEastern,3.69,20,2.1,0.106,8.4,130,1843.4,0.733,0.576,0.462,4.46,0.354,0,24.6,True,79.2,958,0.542,1,0.2327,0,0.3615,0.0283,0.194,0.2144
AST-000139,Signal,Main_Line,Eastern,19.86,15,1.7,0.111,24.3,80,6412.7,0.654,0.585,0.186,3.4,0.54,0,17.6,False,29.9,365,0.326,22,0.3809,0,0.6657,0.0297,0.424,0.385
AST-000140,OHE,Branch_Line,Eastern,23.81,45,14.2,0.317,10.8,80,1908.7,0.775,0.166,0.163,2.84,0.435,0,10.2,False,41.9,1746,0.269,8,0.4111,0,0.4832,0.0844,0.446,0.3563
AST-000141,Level_Crossing,Yard,Southern,9.54,60,40.5,0.675,18.0,100,1157.8,0.664,0.288,0.529,3.7,0.401,0,4.8,True,16.0,1198,0.026,4,0.2379,0,0.347,0.18,0.1283,0.2397
AST-000142,Level_Crossing,Main_Line,Western,18.62,60,50.7,0.846,25.3,100,2045.7,0.241,0.386,0.105,3.13,0.09,0,9.5,False,10.3,2081,0.323,20,0.3417,0,0.6222,0.2255,0.5546,0.4287
AST-000143,Track,Main_Line,NorthEastern,12.31,30,89.1,2.972,18.0,110,4735.1,0.867,0.501,0.535,2.97,0.462,0,7.8,True,15.4,3549,0.592,3,0.3859,0,0.4733,0.7924,0.386,0.5138
AST-000144,Bridge,Branch_Line,Central,72.79,180,211.1,1.173,37.6,100,1571.6,0.522,0.649,0.259,1.8,0.403,1,16.0,False,31.0,2290,0.51,35,0.5699,0,0.6902,0.3628,0.6969,0.5733
AST-000145,Level_Crossing,Main_Line,Northern,28.67,60,234.1,3.902,28.5,110,3479.8,0.612,0.578,0.276,1.43,0.603,1,12.8,True,38.1,268,0.228,8,0.7641,0,0.5059,0.85,0.1146,0.6107
AST-000146,Points_and_Crossing,Branch_Line,Southern,16.58,20,2.9,0.146,6.3,100,2361.5,0.63,0.451,0.232,3.28,0.442,0,19.1,False,45.3,2530,0.518,4,0.51,0,0.5054,0.0389,0.5378,0.395
AST-000147,Track,Branch_Line,Western,30.52,30,11.0,0.366,25.0,60,515.8,0.588,0.357,0.494,1.72,0.427,2,12.9,False,43.8,4410,0.508,26,0.2094,0,0.4974,0.1976,0.7032,0.3669
AST-000148,Track,Branch_Line,Central,13.73,30,5.1,0.17,30.5,100,3298.1,0.49,0.786,0.166,4.78,0.382,0,15.3,True,106.8,561,0.392,10,0.2567,0,0.4946,0.0455,0.1835,0.2643
AST-000149,Track,Main_Line,Central,5.61,30,9.0,0.3,38.4,110,2864.0,0.328,0.305,0.125,4.32,0.273,0,16.8,False,33.8,444,0.63,26,0.0953,0,0.7537,0.08,0.5146,0.3519
AST-000150,Signal,Siding,NorthEastern,9.33,15,7.6,0.504,7.0,100,1103.6,0.714,0.751,0.523,3.32,0.43,0,9.8,True,15.3,344,0.35,1,0.414,0,0.2723,0.1343,0.1045,0.2551
AST-000151,OHE,Branch_Line,Western,24.39,45,167.6,3.724,32.2,100,4354.1,0.625,0.753,0.308,2.89,0.431,1,26.5,False,54.0,836,0.028,18,0.7417,1,0.7378,0.85,0.3802,0.7134
AST-000152,Signal,Branch_Line,Northern,3.99,15,16.4,1.093,22.3,80,5152.6,0.396,0.407,0.364,3.56,0.279,0,21.2,False,31.6,950,0.033,24,0.109,0,0.6525,0.2916,0.4258,0.3652
AST-000153,Track,Main_Line,Eastern,3.22,30,6.0,0.201,23.9,100,1057.4,0.569,0.755,0.29,5.0,0.224,0,29.6,True,34.2,1512,0.355,8,0.3461,1,0.3837,0.0537,0.2437,0.2689
AST-000154,Signal,Branch_Line,NorthEastern,3.04,15,4.3,0.287,44.6,110,1882.7,0.831,0.393,0.21,3.32,0.479,0,11.2,False,30.0,413,0.003,41,0.3114,0,0.7654,0.0766,0.4743,0.4133
AST-000155,Signal,Yard,Central,20.31,15,5.9,0.394,11.9,60,1915.5,0.498,0.441,0.535,2.32,0.42,1,12.0,False,71.3,670,0.309,7,0.5554,0,0.4525,0.1551,0.3586,0.3949
AST-000156,Track,Branch_Line,Central,27.88,30,42.2,1.408,33.7,60,1933.1,0.406,0.599,0.094,2.36,0.308,1,16.6,False,8.7,372,0.511,28,0.3441,0,0.598,0.4255,0.4964,0.4635
AST-000157,Signal,Yard,NorthEastern,20.64,15,5.8,0.387,5.8,100,3290.5,0.752,0.266,0.358,2.79,0.443,0,24.1,True,59.7,429,0.02,1,0.3224,0,0.3298,0.1033,0.0457,0.2283
AST-000158,Track,Main_Line,Eastern,21.3,30,19.6,0.653,30.6,110,5322.0,0.902,0.253,0.585,3.5,0.638,3,28.5,False,59.1,1123,0.262,22,0.3062,1,0.7653,0.3242,0.4742,0.4736
AST-000159,Points_and_Crossing,Yard,NorthEastern,14.15,20,11.7,0.585,27.7,100,121.1,0.927,0.172,0.315,3.11,0.361,1,23.0,False,29.7,1391,0.584,27,0.4594,0,0.5809,0.2059,0.5903,0.4521
AST-000160,Points_and_Crossing,Branch_Line,Northern,6.2,20,7.2,0.361,14.5,100,1221.1,0.338,0.169,0.223,4.71,0.295,0,18.3,False,13.8,693,0.563,17,0.1389,0,0.5254,0.0963,0.4696,0.2938
AST-000161,Level_Crossing,Main_Line,Southern,18.43,60,202.8,3.38,32.1,110,2419.9,0.62,0.418,0.21,2.21,0.483,1,21.4,False,15.6,1104,0.094,26,0.6209,0,0.6985,0.85,0.4625,0.6777
AST-000162,Signal,Main_Line,Northern,23.0,15,6.4,0.427,33.1,110,5883.7,0.457,0.452,0.501,2.45,0.485,0,18.4,False,49.2,3454,0.25,22,0.2869,0,0.7819,0.114,0.6282,0.4434
AST-000163,Points_and_Crossing,Branch_Line,Northern,19.84,20,2.5,0.127,22.9,80,5825.3,0.349,0.59,0.09,2.52,0.404,0,24.4,True,6.8,884,0.339,6,0.4909,1,0.4566,0.0337,0.1764,0.3191
AST-000164,Track,Siding,Western,7.58,30,24.1,0.805,6.4,80,1348.4,0.591,0.442,0.379,4.95,0.371,0,12.2,True,40.7,333,0.392,2,0.4347,0,0.2369,0.2146,0.1178,0.2728
AST-000165,Track,Main_Line,Northern,38.58,30,28.9,0.963,83.4,80,1390.8,0.464,0.419,0.483,2.21,0.501,4,21.9,True,39.6,1588,0.849,17,0.4818,0,0.5956,0.4568,0.4014,0.4976
AST-000166,Track,Main_Line,Eastern,12.95,30,24.2,0.805,59.4,80,4850.2,0.815,0.214,0.175,3.72,0.477,0,7.3,False,59.2,1142,0.311,34,0.535,0,0.895,0.2148,0.5557,0.5661
AST-000167,Signal,Main_Line,Central,5.95,15,10.4,0.691,8.9,60,2982.6,0.465,0.511,0.126,3.51,0.265,0,1.3,False,57.9,6050,0.041,5,0.176,0,0.4645,0.1843,0.4874,0.3113
AST-000168,Track,Branch_Line,Central,30.06,30,83.4,2.781,9.2,80,2721.8,0.554,0.534,0.321,1.72,0.353,0,29.7,False,5.3,1331,0.308,9,0.4698,0,0.4965,0.7417,0.4251,0.5391
AST-000169,Signal,Branch_Line,Northern,11.04,15,7.0,0.466,19.4,80,2123.6,0.429,0.434,0.332,4.49,0.189,0,22.3,False,3.1,965,0.488,10,0.1823,0,0.5469,0.1244,0.4364,0.3153
AST-000170,Signal,Main_Line,Eastern,2.06,15,15.0,1.001,26.4,100,1710.1,0.801,0.396,0.229,2.97,0.326,0,10.8,False,53.1,1258,0.037,23,0.2861,0,0.6197,0.2669,0.4465,0.4054
AST-000171,Points_and_Crossing,Main_Line,Northern,4.0,20,14.6,0.73,15.9,110,2784.2,0.45,0.574,0.3,3.64,0.122,1,8.0,False,21.1,284,0.742,12,0.1862,1,0.6011,0.2448,0.4421,0.3637
AST-000172,Level_Crossing,Yard,Western,26.98,60,65.4,1.09,4.8,100,1175.3,0.619,0.72,0.197,3.11,0.59,0,13.1,True,19.8,413,0.064,1,0.4328,0,0.2595,0.2906,0.053,0.2883
AST-000173,Track,Main_Line,Central,5.78,30,21.5,0.717,38.7,130,1534.2,0.486,0.245,0.117,3.42,0.336,0,8.3,False,50.0,639,0.427,43,0.3053,0,0.754,0.1913,0.5894,0.454
AST-000174,Track,Branch_Line,Central,34.05,30,67.8,2.26,20.4,80,2050.8,0.452,0.536,0.302,2.92,0.336,1,18.3,False,52.4,812,0.637,17,0.5108,0,0.5513,0.6528,0.4943,0.556
AST-000175,Signal,Yard,Southern,5.22,15,6.5,0.436,15.8,100,925.8,0.623,0.152,0.228,4.83,0.282,1,16.9,True,25.9,500,0.3,5,0.3784,0,0.3255,0.1662,0.1309,0.2724
AST-000176,Points_and_Crossing,Siding,Eastern,15.12,20,55.9,2.796,7.8,100,386.0,0.736,0.302,0.191,1.98,0.457,2,27.3,True,7.4,349,0.578,1,0.8761,0,0.2556,0.8456,0.1505,0.5735
AST-000177,OHE,Siding,Northern,3.9,45,47.6,1.058,14.8,80,752.5,0.242,0.224,0.051,4.01,0.151,0,4.0,False,6.7,325,0.469,12,0.0105,0,0.4751,0.2822,0.3909,0.2749
AST-000178,Track,Yard,Southern,36.6,30,101.5,3.385,7.3,110,4108.9,0.537,0.805,0.412,1.0,0.374,1,8.8,True,6.5,561,0.723,2,0.6633,0,0.3836,0.85,0.203,0.557
AST-000179,Track,Siding,Central,1.3,30,108.2,3.605,12.8,80,2095.0,0.54,0.397,0.544,3.03,0.311,0,22.0,True,29.3,137,0.254,4,0.3241,1,0.3018,0.8,0.0855,0.4006
AST-000180,Bridge,Branch_Line,Eastern,47.8,180,683.1,3.795,15.2,80,2604.1,0.741,0.729,0.515,1.78,0.399,1,5.6,True,18.0,959,0.739,5,0.7801,0,0.3335,0.85,0.2568,0.5851
AST-000181,Signal,Main_Line,NorthEastern,24.57,15,6.6,0.443,30.6,80,8268.0,0.771,0.26,0.072,3.58,0.499,0,15.5,True,77.0,4182,0.027,6,0.5314,0,0.5078,0.118,0.2904,0.3848
AST-000182,Points_and_Crossing,Branch_Line,Northern,6.51,20,18.0,0.902,34.6,110,2715.9,0.478,0.809,0.226,4.26,0.277,0,23.0,True,24.2,205,0.168,10,0.2654,0,0.5237,0.2406,0.1089,0.3132
AST-000183,Level_Crossing,Siding,Northern,3.49,60,8.8,0.146,10.9,110,1181.5,0.471,0.436,0.27,4.74,0.121,0,14.0,True,16.0,382,0.308,2,0.0683,0,0.3194,0.0389,0.1052,0.1418
AST-000184,OHE,Branch_Line,Central,12.12,45,1.8,0.041,19.7,110,2962.1,0.471,0.472,0.42,3.59,0.28,1,13.8,False,6.8,785,0.009,17,0.3123,0,0.6315,0.0608,0.3664,0.3533
AST-000185,Level_Crossing,Main_Line,Northern,20.02,60,50.8,0.847,39.1,80,5123.2,0.348,0.314,0.538,3.44,0.342,0,19.4,True,42.9,1424,0.075,7,0.2066,0,0.5644,0.2259,0.1744,0.3139
AST-000186,Points_and_Crossing,Branch_Line,Southern,7.07,20,66.2,3.308,30.4,80,1903.2,0.696,0.356,0.578,3.01,0.534,1,17.0,False,9.0,300,0.695,30,0.5523,1,0.6133,0.85,0.5389,0.643
AST-000187,Signal,Main_Line,Eastern,6.37,15,54.6,3.64,61.7,80,4710.0,0.655,0.125,0.623,2.13,0.319,0,7.3,False,57.8,374,0.199,66,0.6994,0,0.8951,0.8,0.621,0.7715
AST-000188,Signal,Branch_Line,Eastern,12.52,15,7.0,0.467,19.3,130,1425.8,0.717,0.43,0.371,4.43,0.435,0,14.8,True,20.0,357,0.136,5,0.3079,0,0.4215,0.1245,0.086,0.2628
AST-000189,Level_Crossing,Branch_Line,Northern,20.5,60,1.3,0.022,41.2,100,1560.4,0.274,0.279,0.452,4.17,0.231,1,15.4,False,40.4,648,0.033,39,0.3617,0,0.7138,0.0558,0.4881,0.4098
AST-000190,Level_Crossing,Yard,NorthEastern,9.68,60,56.4,0.94,11.8,80,301.9,0.825,0.293,0.265,3.68,0.362,1,17.4,False,12.9,587,0.559,13,0.154,0,0.4418,0.3006,0.4366,0.3194
AST-000191,Level_Crossing,Yard,Western,21.41,60,39.6,0.66,11.7,110,523.0,0.474,0.675,0.174,3.71,0.459,1,3.3,True,11.8,728,0.06,3,0.5739,1,0.3052,0.226,0.0902,0.3338
AST-000192,Signal,Yard,Southern,14.74,15,0.5,0.034,15.7,110,839.0,0.639,0.544,0.233,3.78,0.438,0,6.6,True,48.6,562,0.052,3,0.3302,0,0.3412,0.0091,0.0747,0.2149
AST-000193,OHE,Yard,Western,34.9,45,22.4,0.497,11.4,110,327.0,0.277,0.492,0.259,1.9,0.312,0,15.8,True,5.7,665,0.255,2,0.5106,0,0.2975,0.1325,0.1181,0.2933
AST-000194,Points_and_Crossing,Siding,NorthEastern,9.32,20,19.0,0.95,10.9,110,1034.7,0.782,0.399,0.59,3.64,0.483,0,10.6,False,67.9,447,0.319,11,0.3402,0,0.5151,0.2533,0.3652,0.3747
AST-000195,Track,Main_Line,Southern,25.88,30,31.1,1.036,34.9,100,3366.7,0.685,0.824,0.352,4.1,0.352,1,17.9,False,18.1,1640,0.617,32,0.2908,0,0.7262,0.3263,0.6468,0.4837
AST-000196,Points_and_Crossing,Branch_Line,Eastern,6.15,20,17.7,0.885,8.6,80,3415.5,0.939,0.293,0.564,3.64,0.598,0,7.1,False,40.1,1015,0.665,8,0.1475,0,0.5136,0.2359,0.4642,0.3269
AST-000197,Track,Siding,Eastern,15.4,30,54.2,1.806,12.0,60,655.2,0.707,0.678,0.582,4.23,0.422,1,16.1,True,18.0,283,0.483,3,0.4959,0,0.2153,0.5317,0.1377,0.3669
AST-000198,OHE,Main_Line,Central,2.0,45,35.1,0.779,52.5,80,6519.5,0.519,0.387,0.39,3.95,0.223,0,27.5,False,53.6,1553,0.601,58,0.3814,0,0.8537,0.2078,0.788,0.5407
AST-000199,Signal,Siding,Central,20.53,15,14.0,0.93,5.0,100,840.0,0.396,0.349,0.641,2.29,0.336,0,13.8,False,15.9,379,0.404,3,0.5239,0,0.451,0.248,0.33,0.404
AST-000200,Track,Main_Line,Eastern,31.41,30,5.3,0.177,58.5,110,12007.1,0.668,0.462,0.156,3.19,0.41,3,30.5,False,11.3,718,0.767,68,0.3133,0,0.9513,0.1972,0.7632,0.5432
AST-000201,Track,Main_Line,Central,31.9,30,26.9,0.897,24.9,130,1673.2,0.54,0.349,0.333,2.69,0.542,0,10.1,False,58.1,1184,0.055,26,0.5435,0,0.6659,0.2392,0.4614,0.4918
AST-000202,Points_and_Crossing,Branch_Line,Central,18.69,20,15.7,0.787,7.7,100,2366.7,0.447,0.316,0.136,2.91,0.359,1,14.5,True,36.4,1394,0.335,2,0.4261,0,0.3148,0.2598,0.1949,0.3165
AST-000203,Track,Branch_Line,Central,37.02,30,45.6,1.519,46.9,80,3351.4,0.608,0.613,0.642,1.01,0.475,0,17.0,True,27.4,3007,0.824,14,0.578,0,0.5673,0.4051,0.4965,0.5193
AST-000204,Level_Crossing,Main_Line,Northern,28.38,60,27.7,0.461,23.4,100,2403.0,0.459,0.276,0.232,2.43,0.474,1,16.3,False,32.1,1208,0.355,15,0.3972,0,0.6206,0.173,0.4592,0.4175
AST-000205,Bridge,Main_Line,Southern,33.6,180,136.2,0.757,48.8,80,8455.6,0.702,0.191,0.381,3.58,0.385,0,7.3,False,16.4,477,0.277,31,0.3867,0,0.8289,0.2019,0.476,0.4866
AST-000206,Track,Branch_Line,Southern,14.21,30,13.1,0.438,7.7,130,1204.7,0.694,0.436,0.567,4.52,0.467,0,12.3,False,45.1,791,0.511,7,0.0614,0,0.5375,0.1167,0.4089,0.2702
AST-000207,OHE,Yard,Southern,33.09,45,7.7,0.17,20.3,60,1048.2,0.603,0.687,0.224,2.98,0.393,0,3.3,True,6.7,1701,0.022,6,0.3767,0,0.2819,0.0454,0.1811,0.2361
AST-000208,Signal,Branch_Line,Eastern,10.44,15,1.7,0.116,29.8,130,4146.8,0.905,0.72,0.279,4.64,0.503,0,33.0,False,22.9,597,0.113,33,0.1862,0,0.7733,0.031,0.4649,0.3653
AST-000209,Track,Branch_Line,NorthEastern,42.3,30,49.3,1.643,39.7,110,1355.0,0.693,0.155,0.268,2.48,0.525,0,4.7,True,39.4,766,0.727,6,0.6198,1,0.5171,0.438,0.2442,0.4872
AST-000210,OHE,Branch_Line,Northern,13.68,45,48.6,1.08,36.8,80,802.8,0.294,0.266,0.22,3.61,0.076,0,23.9,True,40.1,1270,0.047,9,0.2853,0,0.4236,0.2879,0.1677,0.3098
AST-000211,Points_and_Crossing,Branch_Line,Western,12.18,20,75.9,3.797,40.2,110,2233.9,0.637,0.525,0.537,2.12,0.309,2,20.4,False,27.1,810,0.445,46,0.6707,0,0.7467,0.9,0.6247,0.7439
AST-000212,Signal,Main_Line,Southern,10.91,15,16.0,1.066,28.2,60,1796.8,0.702,0.332,0.225,3.5,0.439,0,13.9,False,60.9,1088,0.011,29,0.5373,1,0.557,0.2843,0.4621,0.4687
AST-000213,Points_and_Crossing,Main_Line,Central,16.71,20,17.0,0.851,28.8,60,5489.5,0.569,0.277,0.461,2.52,0.369,0,17.9,False,36.5,2066,0.369,33,0.4094,0,0.6572,0.2269,0.6384,0.4725
AST-000214,Track,Branch_Line,Southern,17.09,30,67.4,2.246,20.4,110,1476.9,0.616,0.315,0.458,2.77,0.458,0,28.3,False,48.1,1046,0.163,20,0.3846,0,0.5918,0.599,0.4364,0.5081
AST-000215,Signal,Main_Line,NorthEastern,6.93,15,6.1,0.405,30.0,100,3934.5,0.78,0.374,0.354,3.25,0.394,0,26.7,False,21.1,1567,0.061,28,0.2882,0,0.7103,0.1079,0.5061,0.4024
AST-000216,Signal,Branch_Line,NorthEastern,2.21,15,16.3,1.087,32.1,80,1660.3,0.842,0.279,0.55,4.48,0.41,0,9.8,False,29.8,835,0.004,26,0.314,0,0.6176,0.2898,0.422,0.4152
AST-000217,Bridge,Main_Line,Northern,79.22,180,63.2,0.351,56.4,100,7038.0,0.396,0.415,0.678,2.86,0.324,0,24.8,False,27.9,1162,0.686,56,0.4996,0,0.9182,0.0937,0.7608,0.5629
AST-000218,Points_and_Crossing,Siding,Southern,3.58,20,17.1,0.855,21.9,60,740.4,0.685,0.418,0.183,4.32,0.424,0,5.5,True,25.7,197,0.211,3,0.2577,0,0.2838,0.2279,0.0762,0.2309
AST-000219,Track,Branch_Line,NorthEastern,36.32,30,24.0,0.801,22.0,130,1503.8,0.761,0.64,0.22,2.89,0.517,0,4.3,True,45.5,722,0.694,3,0.7369,1,0.442,0.2135,0.2164,0.4395
AST-000220,Track,Branch_Line,Northern,9.49,30,3.4,0.112,18.2,80,1551.5,0.494,0.573,0.41,4.7,0.121,0,5.6,False,73.4,1054,0.096,18,0.2478,0,0.5217,0.0298,0.412,0.3001
AST-000221,Signal,Branch_Line,Southern,10.81,15,4.6,0.308,22.3,110,1783.0,0.76,0.562,0.18,3.61,0.405,1,12.3,False,21.5,366,0.155,12,0.3869,0,0.6134,0.1322,0.3315,0.3829
AST-000222,Track,Siding,Northern,8.88,30,4.9,0.162,12.2,100,1401.0,0.35,0.494,0.248,4.48,0.106,0,22.8,True,18.5,392,0.506,1,0.0942,0,0.3157,0.0432,0.1397,0.1547
AST-000223,Level_Crossing,Main_Line,Eastern,21.94,60,174.2,2.903,31.7,80,2775.3,0.678,0.51,0.424,1.95,0.373,0,8.7,False,19.1,457,0.124,24,0.5713,1,0.6483,0.7741,0.4029,0.6198
AST-000224,Bridge,Main_Line,Eastern,70.06,180,81.2,0.451,61.6,80,6704.0,0.946,0.171,0.198,2.47,0.63,0,13.2,False,20.4,2272,0.233,45,0.4084,0,0.9038,0.1203,0.6985,0.5285
AST-000225,Signal,Siding,Central,1.06,15,4.0,0.268,8.8,100,1389.0,0.437,0.18,0.332,4.96,0.236,0,9.2,False,4.5,513,0.023,5,0.1548,0,0.4926,0.0715,0.2765,0.2536
AST-000226,Signal,Yard,Western,21.07,15,16.1,1.07,10.9,80,2249.4,0.551,0.52,0.464,3.07,0.535,0,9.1,False,34.1,1421,0.489,6,0.6086,0,0.4942,0.2854,0.4513,0.4699
AST-000227,Signal,Yard,Southern,7.93,15,40.2,2.682,4.3,60,1190.0,0.736,0.133,0.547,3.09,0.519,1,2.5,False,8.3,1546,0.043,3,0.7159,1,0.38,0.7652,0.355,0.5733
AST-000228,Level_Crossing,Siding,Eastern,22.5,60,54.0,0.9,13.6,80,1854.2,0.495,0.327,0.289,2.9,0.279,0,17.1,False,15.4,545,0.129,11,0.5852,0,0.5,0.2401,0.3354,0.4359
AST-000229,OHE,Branch_Line,Central,17.13,45,41.9,0.93,24.3,100,1545.0,0.565,0.095,0.435,3.65,0.405,0,12.0,True,19.7,1502,0.263,4,0.1821,0,0.4003,0.2481,0.2011,0.2669
AST-000230,Track,Main_Line,Eastern,16.41,30,32.1,1.07,73.3,100,553.2,0.66,0.797,0.715,3.47,0.282,0,24.7,False,19.1,1753,0.454,74,0.5458,0,0.8089,0.2852,0.7868,0.5957
AST-000231,Level_Crossing,Branch_Line,Northern,16.09,60,32.1,0.535,24.5,80,1386.7,0.308,0.584,0.556,4.22,0.243,0,9.0,False,35.6,67,0.251,26,0.4666,0,0.5586,0.1428,0.4074,0.4044
AST-000232,Points_and_Crossing,Branch_Line,Southern,2.25,20,55.8,2.791,24.2,80,4018.2,0.737,0.448,0.445,2.36,0.495,0,5.6,False,26.9,1473,0.681,24,0.5269,0,0.6357,0.7444,0.599,0.6247
AST-000233,OHE,Yard,Southern,26.73,45,128.9,2.864,24.1,110,826.2,0.773,0.067,0.472,1.06,0.46,2,9.7,False,15.4,120,0.437,26,0.652,1,0.5971,0.8637,0.449,0.658
AST-000234,Level_Crossing,Main_Line,Northern,17.25,60,37.7,0.628,44.3,110,1959.3,0.446,0.342,0.291,2.7,0.054,0,16.4,False,9.9,925,0.286,40,0.261,0,0.7657,0.1676,0.5675,0.435
AST-000235,Level_Crossing,Main_Line,Northern,15.7,60,48.0,0.8,45.7,130,4244.0,0.426,0.189,0.242,3.47,0.301,0,11.1,False,19.7,1877,0.084,38,0.3268,0,0.8818,0.2132,0.5948,0.5051
AST-000236,Points_and_Crossing,Main_Line,Central,1.25,20,18.6,0.929,28.9,110,2550.2,0.635,0.3,0.746,4.31,0.178,0,1.8,False,9.6,664,0.702,18,0.0,0,0.6807,0.2478,0.5008,0.3413
AST-000237,Track,Branch_Line,Southern,37.69,30,6.8,0.227,9.4,110,1540.6,0.619,0.316,0.219,3.08,0.593,0,12.5,False,28.5,1280,0.597,5,0.631,1,0.5202,0.0605,0.4552,0.4288
AST-000238,Track,Branch_Line,Central,25.47,30,22.1,0.737,10.5,60,2972.3,0.614,0.928,0.143,2.89,0.426,0,26.5,True,7.6,1215,0.62,2,0.4086,0,0.2743,0.1966,0.2369,0.2896
AST-000239,Track,Siding,Northern,27.01,30,8.3,0.275,14.6,130,795.2,0.397,0.285,0.238,3.0,0.269,0,16.9,True,43.8,108,0.813,4,0.2262,0,0.3709,0.0734,0.1949,0.2267
AST-000240,Track,Yard,Northern,6.06,30,3.4,0.113,10.6,80,1413.1,0.324,0.355,0.18,4.71,0.1,0,9.0,True,15.5,319,0.058,3,0.2032,0,0.2667,0.0302,0.0556,0.1569
